valores,rua,bairro_cidade,link
"R$820,000",Al. Sarutaiá,"Jardim Paulista, São Paulo",/imovel/50590/apartamento-3-dorms-bela_vista-sao_paulo-venda/
"R$259,000",Rua Abolição,"Bela Vista, São Paulo",/imovel/50590/apartamento-3-dorms-bela_vista-sao_paulo-venda/
"R$520,000",Rua Augusta,"Consolação, São Paulo",/imovel/219456/apartamento-consolacao-sao_paulo-venda/
"R$650,000",Rua Ibiapava,"Vila Apiai, Santo André",/imovel/220359/apartamento-2-dorms-vila_apiai-santo_andre-venda/
"R$350,000",Rua Arnaldo Cintra,"Vila Moreira, São Paulo",/imovel/194801/apartamento-2-dorms-vila_moreira-sao_paulo-venda/
"R$1,040,000",Rua Anita Garibaldi,"Vila Isabel Eber, Jundiaí",/imovel/219585/apartamento-3-dorms-vila_isabel_eber-jundiai-venda/
"R$1,500,000",Pç. Barão de Itaqui,"Vila Gomes Cardim, São Paulo",/imovel/219870/apartamento-2-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$440,000",Rua Antônio Campelo,"Vila Vitório Mazzei, São Paulo",/imovel/117109/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$480,000",Rua Curupacê,"Mooca, São Paulo",/imovel/117109/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$300,000",Rua Alfredo Pujol,"Santana, São Paulo",/imovel/50590/apartamento-3-dorms-bela_vista-sao_paulo-venda/
"R$320,000",Rua Doutor Domingos Guedes Cabral,"Parque Mandaqui, São Paulo",/imovel/50590/apartamento-3-dorms-bela_vista-sao_paulo-venda/
"R$600,000",Al. Francisco Alves,"Jardim, Santo André",/imovel/50590/apartamento-3-dorms-bela_vista-sao_paulo-venda/
"R$485,000",Rua Tripuí,"Vila Bela, São Paulo",/imovel/219456/apartamento-consolacao-sao_paulo-venda/
"R$1,200,000",Rua Francisco Maldonado,"Jardim da Saúde, São Paulo",/imovel/220359/apartamento-2-dorms-vila_apiai-santo_andre-venda/
"R$1,390,000",Rua Tacomaré,"Parque da Mooca, São Paulo",/imovel/220359/apartamento-2-dorms-vila_apiai-santo_andre-venda/
"R$1,100,000",Rua Domingos de Morais,"Vila Mariana, São Paulo",/imovel/194801/apartamento-2-dorms-vila_moreira-sao_paulo-venda/
"R$624,000",Rua Colônia da Glória,"Vila Mariana, São Paulo",/imovel/194801/apartamento-2-dorms-vila_moreira-sao_paulo-venda/
"R$1,090,000",Rua Santa Justina,"Vila Olímpia, São Paulo",/imovel/219585/apartamento-3-dorms-vila_isabel_eber-jundiai-venda/
"R$435,000",Rua Scuvero,"Cambuci, São Paulo",/imovel/219585/apartamento-3-dorms-vila_isabel_eber-jundiai-venda/
"R$260,000",Rua Oscar Cintra Gordinho,"Liberdade, São Paulo",/imovel/219870/apartamento-2-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$390,000",Rua Filipe Camarão,"Tatuapé, São Paulo",/imovel/219870/apartamento-2-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$468,000",Av. Andrade Neves,"Vila Helena, Santo André",/imovel/219656/apartamento-2-dorms-vila_helena-santo_andre-venda/
"R$600,000",Rua Vicenza,"Vila Dom Pedro Ii, São Paulo",/imovel/117109/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$2,200,000",Rua Cantagalo,"Vila Gomes Cardim, São Paulo",/imovel/117109/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$373,000",Av. do Guaca,"Lauzane Paulista, São Paulo",/imovel/50590/apartamento-3-dorms-bela_vista-sao_paulo-venda/
"R$489,000",Al. Afonso Schmidt,"Santa Teresinha, São Paulo",/imovel/50590/apartamento-3-dorms-bela_vista-sao_paulo-venda/
"R$300,000",Rua do Lavapés,"Cambuci, São Paulo",/imovel/219456/apartamento-consolacao-sao_paulo-venda/
"R$405,000",Rua Manoel Augusto Ferreirinha,"Nova Gerty, São Caetano do Sul",/imovel/220359/apartamento-2-dorms-vila_apiai-santo_andre-venda/
"R$375,000",Rua do Glicério,"Liberdade, São Paulo",/imovel/220359/apartamento-2-dorms-vila_apiai-santo_andre-venda/
"R$400,000",Av. Jabaquara,"Mirandopolis, São Paulo",/imovel/194801/apartamento-2-dorms-vila_moreira-sao_paulo-venda/
"R$620,000",Rua Emboaçava,"Parque da Mooca, São Paulo",/imovel/194801/apartamento-2-dorms-vila_moreira-sao_paulo-venda/
"R$2,700,000",Rua Itapeti,"Vila Gomes Cardim, São Paulo",/imovel/219585/apartamento-3-dorms-vila_isabel_eber-jundiai-venda/
"R$900,000",Rua Arcipreste Ezequias,"Vila São José, São Paulo",/imovel/219585/apartamento-3-dorms-vila_isabel_eber-jundiai-venda/
"R$350,000",Rua Inácio de Araújo,"Brás, São Paulo",/imovel/219870/apartamento-2-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$450,000",Rua Elisiário,"Cidade Mãe do Céu, São Paulo",/imovel/219870/apartamento-2-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$355,000",Av. Rangel Pestana,"Brás, São Paulo",/imovel/219656/apartamento-2-dorms-vila_helena-santo_andre-venda/
"R$680,000",Rua Antônio de Barros,"Vila Carrão, São Paulo",/imovel/219656/apartamento-2-dorms-vila_helena-santo_andre-venda/
"R$750,000",Rua Inhambú,"Vila Uberabinha, São Paulo",/imovel/117109/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$600,000",Rua João Ramalho,"Perdizes, São Paulo",/imovel/117109/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$1,280,000",Rua Maria Otília,"Vila Regente Feijó, São Paulo",/imovel/50590/apartamento-3-dorms-bela_vista-sao_paulo-venda/
"R$680,000",Rua Comendador Miguel Calfat,"Itaim Bibi, São Paulo",/imovel/50590/apartamento-3-dorms-bela_vista-sao_paulo-venda/
"R$1,500,000",Rua Pedroso Alvarenga,"Itaim Bibi, São Paulo",/imovel/219456/apartamento-consolacao-sao_paulo-venda/
"R$953,000",Rua Marina,"Boa Vista, São Caetano do Sul",/imovel/219456/apartamento-consolacao-sao_paulo-venda/
"R$765,000",Rua Santo Amaro,"Bela Vista, São Paulo",/imovel/220359/apartamento-2-dorms-vila_apiai-santo_andre-venda/
"R$270,000",Rua Otto de Alencar,"Liberdade, São Paulo",/imovel/220359/apartamento-2-dorms-vila_apiai-santo_andre-venda/
"R$725,000",Rua Engenheiro Prudente,"Vila Monumento, São Paulo",/imovel/194801/apartamento-2-dorms-vila_moreira-sao_paulo-venda/
"R$380,000",Rua Bertioga,"Chácara Inglesa, São Paulo",/imovel/194801/apartamento-2-dorms-vila_moreira-sao_paulo-venda/
"R$380,000",Al. dos Nhambiquaras,"Indianópolis, São Paulo",/imovel/219585/apartamento-3-dorms-vila_isabel_eber-jundiai-venda/
"R$960,000",Rua Leopoldo de Bulhões,"Vila Clementino, São Paulo",/imovel/219585/apartamento-3-dorms-vila_isabel_eber-jundiai-venda/
"R$265,000",Rua Olinda,"Vila Delmira, São Bernardo do Campo",/imovel/219870/apartamento-2-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$400,000",Rua Inácio de Araújo,"Brás, São Paulo",/imovel/219870/apartamento-2-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$3,700,000",Rua Guimarães Passos,"Vila Mariana, São Paulo",/imovel/219656/apartamento-2-dorms-vila_helena-santo_andre-venda/
"R$530,000",Rua São Luís do Paraitinga,"Quinta da Paineira, São Paulo",/imovel/117109/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$400,000",Rua Monsenhor Andrade,"Brás, São Paulo",/imovel/117109/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$440,000",Rua Ernani Pinto,"Vila Maria Alta, São Paulo",/imovel/50590/apartamento-3-dorms-bela_vista-sao_paulo-venda/
"R$398,000",Av. PROF. Luiz I. Anhaia Mello,"Jardim Independência, São Paulo",/imovel/50590/apartamento-3-dorms-bela_vista-sao_paulo-venda/
"R$2,200,000",Rua Azevedo Soares,"Vila Gomes Cardim, São Paulo",/imovel/219456/apartamento-consolacao-sao_paulo-venda/
"R$550,000",Rua Topázio,"Vila Mariana, São Paulo",/imovel/219456/apartamento-consolacao-sao_paulo-venda/
"R$370,000",Rua Lupércio de Miranda,"Campestre, Santo André",/imovel/220359/apartamento-2-dorms-vila_apiai-santo_andre-venda/
"R$5,600,000",Rua Antônio Camardo,"Vila Gomes Cardim, São Paulo",/imovel/220359/apartamento-2-dorms-vila_apiai-santo_andre-venda/
"R$720,000",Rua Brentano,"Vila Leopoldina, São Paulo",/imovel/194801/apartamento-2-dorms-vila_moreira-sao_paulo-venda/
"R$1,480,000",Rua São Carlos do Pinhal,"Bela Vista, São Paulo",/imovel/194801/apartamento-2-dorms-vila_moreira-sao_paulo-venda/
"R$459,000",Rua do Oratório,"Mooca, São Paulo",/imovel/219585/apartamento-3-dorms-vila_isabel_eber-jundiai-venda/
"R$550,000",Av. Doutor Augusto de Toledo,"Santa Paula, São Caetano do Sul",/imovel/219585/apartamento-3-dorms-vila_isabel_eber-jundiai-venda/
"R$1,390,000",Rua Coronel Diogo,"Jardim Glória, São Paulo",/imovel/219870/apartamento-2-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$799,000",Rua Padre Estevão Pernet,"Vila Gomes Cardim, São Paulo",/imovel/219870/apartamento-2-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$3,500,000",Rua Guimarães Passos,"Vila Mariana, São Paulo",/imovel/219656/apartamento-2-dorms-vila_helena-santo_andre-venda/
"R$1,150,000",Rua Serra de Bragança,"Vila Gomes Cardim, São Paulo",/imovel/117109/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$195,000",Rua Amaral Gurgel,"Vila Buarque, São Paulo",/imovel/117109/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$670,000",Al. Porcelana,"Cerâmica, São Caetano do Sul",/imovel/219456/apartamento-consolacao-sao_paulo-venda/
"R$760,000",Av. Regente Feijó,"Vila Regente Feijó, São Paulo",/imovel/219456/apartamento-consolacao-sao_paulo-venda/
"R$400,000",Al. Campinas,"Jardim Paulista, São Paulo",/imovel/220359/apartamento-2-dorms-vila_apiai-santo_andre-venda/
"R$650,000",Rua Tutóia,"Vila Mariana, São Paulo",/imovel/220359/apartamento-2-dorms-vila_apiai-santo_andre-venda/
"R$1,700,000",Rua Bueno Brandão,"Vila Nova Conceição, São Paulo",/imovel/194801/apartamento-2-dorms-vila_moreira-sao_paulo-venda/
"R$350,000",Rua Francisco Coimbra,"Penha de França, São Paulo",/imovel/194801/apartamento-2-dorms-vila_moreira-sao_paulo-venda/
"R$320,000",Rua General Câmara,"Vila Humaita, Santo André",/imovel/219585/apartamento-3-dorms-vila_isabel_eber-jundiai-venda/
"R$205,000",Av. Alcântara Machado,"Brás, São Paulo",/imovel/219585/apartamento-3-dorms-vila_isabel_eber-jundiai-venda/
"R$1,092,500",Rua Camburiú,"Vila Ipojuca, São Paulo",/imovel/219870/apartamento-2-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$1,060,000",Av. Bernardino de Campos,"Paraíso, São Paulo",/imovel/219656/apartamento-2-dorms-vila_helena-santo_andre-venda/
"R$970,000",Av. Rebouças,"Pinheiros, São Paulo",/imovel/117109/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$770,000",Rua Apinajés,"Vila Pompeia, São Paulo",/imovel/219456/apartamento-consolacao-sao_paulo-venda/
"R$750,000",Rua Padre Raposo,"Mooca, São Paulo",/imovel/220359/apartamento-2-dorms-vila_apiai-santo_andre-venda/
"R$800,000",Rua Emília Marengo,"Vila Regente Feijó, São Paulo",/imovel/194801/apartamento-2-dorms-vila_moreira-sao_paulo-venda/
"R$980,000",Al. Ministro Rocha Azevedo,"Cerqueira César, São Paulo",/imovel/219585/apartamento-3-dorms-vila_isabel_eber-jundiai-venda/
"R$490,000",Pç. Barão de Itaqui,"Vila Gomes Cardim, São Paulo",/imovel/219870/apartamento-2-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$905,000",Rua Altinópolis,"Água Fria, São Paulo",/imovel/219870/apartamento-2-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$1,500,000",Rua Dom Mateus,"Vila Monumento, São Paulo",/imovel/219656/apartamento-2-dorms-vila_helena-santo_andre-venda/
"R$725,000",Av. Pedroso de Morais,"Pinheiros, São Paulo",/imovel/219656/apartamento-2-dorms-vila_helena-santo_andre-venda/
"R$2,457,000",Rua José Maria Lisboa,"Jardim Paulista, São Paulo",/imovel/219456/apartamento-consolacao-sao_paulo-venda/
"R$730,000",Rua Batataes,"Jardim Paulista, São Paulo",/imovel/219456/apartamento-consolacao-sao_paulo-venda/
"R$2,400,000",Rua Doutor Barros Cruz,"Vila Mariana, São Paulo",/imovel/219656/apartamento-2-dorms-vila_helena-santo_andre-venda/
"R$650,000",Rua Lagoa Panema,"Vila Guilherme, São Paulo",/imovel/219656/apartamento-2-dorms-vila_helena-santo_andre-venda/
"R$1,880,000",Rua Jacurici,"Itaim Bibi, São Paulo",/imovel/219656/apartamento-2-dorms-vila_helena-santo_andre-venda/
"R$650,000",Av. Pedroso de Morais,"Pinheiros, São Paulo",/imovel/219656/apartamento-2-dorms-vila_helena-santo_andre-venda/
"R$1,350,000",Rua Teixeira da Silva,"Paraíso, São Paulo",/imovel/220936/apartamento-4-dorms-paraiso-sao_paulo-venda/
"R$750,000",Rua Coronel Joviniano Brandão,"Vila Prudente, São Paulo",/imovel/221082/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$380,000",Av. Jamaris,"Planalto Paulista, São Paulo",/imovel/220998/apartamento-1-dorms-planalto_paulista-sao_paulo-venda/
"R$800,000",Al. Itu,"Jardim Paulista, São Paulo",/imovel/220936/apartamento-4-dorms-paraiso-sao_paulo-venda/
"R$400,000",Rua Guaraja,"Vila Mazzei, São Paulo",/imovel/220936/apartamento-4-dorms-paraiso-sao_paulo-venda/
"R$399,000",Rua Araguari,"Vila Uberabinha, São Paulo",/imovel/221082/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$960,000",Rua Passos,"Belenzinho, São Paulo",/imovel/221082/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$330,000",Rua Isabel,"Vila Esperança, São Paulo",/imovel/195673/apartamento-2-dorms-vila_esperanca-sao_paulo-venda/
"R$720,000",Rua Marquês de Valença,"Alto da Moóca, São Paulo",/imovel/194041/apartamento-3-dorms-alto_da_mooca-sao_paulo-venda/
"R$375,000",Rua João Passalaqua,"Bela Vista, São Paulo",/imovel/220738/apartamento-1-dorms-bela_vista-sao_paulo-venda/
"R$780,000",Rua Itajaí,"Mooca, São Paulo",/imovel/75165/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$2,000,000",Rua Marechal Barbacena,"Vila Regente Feijó, São Paulo",/imovel/220766/apartamento-3-dorms-vila_regente_feijo-sao_paulo-venda/
"R$565,000",Rua Das Figueiras,"Campestre, Santo André",/imovel/220998/apartamento-1-dorms-planalto_paulista-sao_paulo-venda/
"R$2,400,000",Rua Doutor Luís Augusto de Queirós Aranha,"Vila Madalena, São Paulo",/imovel/220998/apartamento-1-dorms-planalto_paulista-sao_paulo-venda/
"R$305,000",Rua Major Dantas Cortez,"Vila Gustavo, São Paulo",/imovel/220936/apartamento-4-dorms-paraiso-sao_paulo-venda/
"R$430,000",Rua Amália de Noronha,"Pinheiros, São Paulo",/imovel/221082/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$690,000",Rua dos Pinheiros,"Pinheiros, São Paulo",/imovel/221082/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$4,000,000",Rua Arizona,"Cidade Monções, São Paulo",/imovel/195673/apartamento-2-dorms-vila_esperanca-sao_paulo-venda/
"R$299,000",Av. Rangel Pestana,"Sé, São Paulo",/imovel/195673/apartamento-2-dorms-vila_esperanca-sao_paulo-venda/
"R$1,800,000",Rua Juquis,"Indianópolis, São Paulo",/imovel/194041/apartamento-3-dorms-alto_da_mooca-sao_paulo-venda/
"R$2,500,000",Av. Doutor Cesário Bastos,"Vila Bastos, Santo André",/imovel/220738/apartamento-1-dorms-bela_vista-sao_paulo-venda/
"R$980,000",Al. dos Nhambiquaras,"Indianópolis, São Paulo",/imovel/75165/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$2,240,000",Rua Carlos Steinen,"Paraíso, São Paulo",/imovel/75165/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$350,000",Rua Conselheiro Nébias,"Campos Elíseos, São Paulo",/imovel/220766/apartamento-3-dorms-vila_regente_feijo-sao_paulo-venda/
"R$2,500,000",Rua Edson,"Campo Belo, São Paulo",/imovel/220998/apartamento-1-dorms-planalto_paulista-sao_paulo-venda/
"R$1,280,000",Rua Fernando de Albuquerque,"Consolação, São Paulo",/imovel/220998/apartamento-1-dorms-planalto_paulista-sao_paulo-venda/
"R$600,000",Av. Brigadeiro Luís Antônio,"Bela Vista, São Paulo",/imovel/220936/apartamento-4-dorms-paraiso-sao_paulo-venda/
"R$2,780,000",Rua Pascal,"Campo Belo, São Paulo",/imovel/221082/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$950,000",Rua Voluntários da Pátria,"Santana, São Paulo",/imovel/195673/apartamento-2-dorms-vila_esperanca-sao_paulo-venda/
"R$309,000",Rua Tenente Gelás,"Tatuapé, São Paulo",/imovel/195673/apartamento-2-dorms-vila_esperanca-sao_paulo-venda/
"R$480,000",Rua do Tramway,"Tucuruvi, São Paulo",/imovel/194041/apartamento-3-dorms-alto_da_mooca-sao_paulo-venda/
"R$590,000",Rua Das Figueiras,"Campestre, Santo André",/imovel/220738/apartamento-1-dorms-bela_vista-sao_paulo-venda/
"R$2,000,000",Rua Doutor Franco da Rocha,"Perdizes, São Paulo",/imovel/75165/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$1,780,000",Al. Jaú,"Jardim Paulista, São Paulo",/imovel/220766/apartamento-3-dorms-vila_regente_feijo-sao_paulo-venda/
"R$300,000",Av. Professor Luiz Ignácio Anhaia Mello,"Vila Divina Pastora, São Paulo",/imovel/220766/apartamento-3-dorms-vila_regente_feijo-sao_paulo-venda/
"R$390,000",Rua Frederico Von Martius,"Vila Monumento, São Paulo",/imovel/220766/apartamento-3-dorms-vila_regente_feijo-sao_paulo-venda/
"R$639,000",Rua Espanha,"Parque Das Nações, Santo André",/imovel/220998/apartamento-1-dorms-planalto_paulista-sao_paulo-venda/
"R$320,000",Rua Torres da Barra,"Água Branca, São Paulo",/imovel/220998/apartamento-1-dorms-planalto_paulista-sao_paulo-venda/
"R$510,000",Rua Icaraí,"Tatuapé, São Paulo",/imovel/220936/apartamento-4-dorms-paraiso-sao_paulo-venda/
"R$905,000",Rua General Osório,"Santa Paula, São Caetano do Sul",/imovel/220936/apartamento-4-dorms-paraiso-sao_paulo-venda/
"R$750,000",Av. Paes de Barros,"Mooca, São Paulo",/imovel/221082/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$270,000",Av. Santos Dumont,"Santana, São Paulo",/imovel/221082/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$2,021,000",Rua São José,"Santo Amaro, São Paulo",/imovel/195673/apartamento-2-dorms-vila_esperanca-sao_paulo-venda/
"R$7,000,000",Rua José Maria Lisboa,"Jardim Paulista, São Paulo",/imovel/194041/apartamento-3-dorms-alto_da_mooca-sao_paulo-venda/
"R$749,000",Av. Pavão,"Indianópolis, São Paulo",/imovel/194041/apartamento-3-dorms-alto_da_mooca-sao_paulo-venda/
"R$1,450,000",Rua Gaspar Soares,"Jardim São Paulo, São Paulo",/imovel/220738/apartamento-1-dorms-bela_vista-sao_paulo-venda/
"R$708,000",Rua Marquês de Valença,"Alto da Moóca, São Paulo",/imovel/75165/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$1,800,000",Av. Jacutinga,"Indianópolis, São Paulo",/imovel/220766/apartamento-3-dorms-vila_regente_feijo-sao_paulo-venda/
"R$870,000",Rua Falchi Gianini,"Vila Prudente, São Paulo",/imovel/220766/apartamento-3-dorms-vila_regente_feijo-sao_paulo-venda/
"R$240,000",Av. PRÍNCIPE DE GALES,"Vila Príncipe de Gales, Santo André",/imovel/220998/apartamento-1-dorms-planalto_paulista-sao_paulo-venda/
"R$420,000",Rua PAULINA ISABEL DE QUEIRÓS,"Vila São Pedro, Santo André",/imovel/220998/apartamento-1-dorms-planalto_paulista-sao_paulo-venda/
"R$670,000",Rua Joaquim Moreira Dias,"Jardim Avelino, São Paulo",/imovel/220936/apartamento-4-dorms-paraiso-sao_paulo-venda/
"R$359,000",Rua Otto de Alencar,"Liberdade, São Paulo",/imovel/220936/apartamento-4-dorms-paraiso-sao_paulo-venda/
"R$2,200,000",Rua Vitorino Carmilo,"Barra Funda, São Paulo",/imovel/221082/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$4,290,000",Rua Professor Tamandaré Toledo,"Itaim Bibi, São Paulo",/imovel/221082/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$700,000",Rua Senador Fláquer,"Centro, Santo André",/imovel/195673/apartamento-2-dorms-vila_esperanca-sao_paulo-venda/
"R$390,000",Rua Indiana,"Brooklin Paulista, São Paulo",/imovel/195673/apartamento-2-dorms-vila_esperanca-sao_paulo-venda/
"R$450,000",Rua Evangelina,"Vila Carrão, São Paulo",/imovel/194041/apartamento-3-dorms-alto_da_mooca-sao_paulo-venda/
"R$375,000",Av. Ultramarino,"Lauzane Paulista, São Paulo",/imovel/194041/apartamento-3-dorms-alto_da_mooca-sao_paulo-venda/
"R$350,000",Pç. Haroldo Daltro,"Vila Nova Manchester, São Paulo",/imovel/220738/apartamento-1-dorms-bela_vista-sao_paulo-venda/
"R$290,000",Rua Martim Burchard,"Brás, São Paulo",/imovel/220738/apartamento-1-dorms-bela_vista-sao_paulo-venda/
"R$2,760,000",Rua Gil Eanes,"Brooklin Novo, São Paulo",/imovel/75165/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$450,000",Av. Celso Garcia,"Tatuapé, São Paulo",/imovel/220766/apartamento-3-dorms-vila_regente_feijo-sao_paulo-venda/
"R$630,000",Av. Lemos Monteiro,"Olímpico, São Caetano do Sul",/imovel/220766/apartamento-3-dorms-vila_regente_feijo-sao_paulo-venda/
"R$742,000",Rua Serra de Jairé,"Quarta Parada, São Paulo",/imovel/220998/apartamento-1-dorms-planalto_paulista-sao_paulo-venda/
"R$320,000",Rua Olímpio Portugal,"Mooca, São Paulo",/imovel/220998/apartamento-1-dorms-planalto_paulista-sao_paulo-venda/
"R$2,890,000",Rua Paracuê,"Sumaré, São Paulo",/imovel/220936/apartamento-4-dorms-paraiso-sao_paulo-venda/
"R$380,000",Rua Paim,"Bela Vista, São Paulo",/imovel/220936/apartamento-4-dorms-paraiso-sao_paulo-venda/
"R$873,000",Av. Susana,"Vila Gumercindo, São Paulo",/imovel/221082/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$2,500,000",Rua Juventus,"Parque da Mooca, São Paulo",/imovel/221082/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$1,810,000",Rua Vichy,"Vila Baruel, São Paulo",/imovel/195673/apartamento-2-dorms-vila_esperanca-sao_paulo-venda/
"R$450,000",Rua Filipe Camarão,"Tatuapé, São Paulo",/imovel/195673/apartamento-2-dorms-vila_esperanca-sao_paulo-venda/
"R$960,000",Av. Adolfo Pinheiro,"Santo Amaro, São Paulo",/imovel/194041/apartamento-3-dorms-alto_da_mooca-sao_paulo-venda/
"R$620,000",Rua José Debieux,"Santana, São Paulo",/imovel/194041/apartamento-3-dorms-alto_da_mooca-sao_paulo-venda/
"R$1,190,000",Rua Itapeti,"Vila Gomes Cardim, São Paulo",/imovel/220738/apartamento-1-dorms-bela_vista-sao_paulo-venda/
